metric_or_field_id,display_name,catalog_group,state_group,primary_embedding_target,feature_type,observation_window,required_raw_datapoints,recommended_raw_table,recommended_feature_table,recommended_serving_table,candidate_supervised_heads,model_component,mapped_models,signal_shape_inferred,definition
Core_Assumptions,Core Assumptions,yaml_scope_field,job_context,J_CORE_RISK_POLICY,text_context,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=batched_section_fill | extractor=policy_from_assumptions_section,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,semi_structured_or_text,v2 rule: core fields are required for any SOW workstream (service domains/subdomains or core template sections).
Core_BadgeOrSecurityClearanceRequired,Core BadgeOrSecurityClearanceRequired,yaml_scope_field,job_context,J_CORE_SCHEDULE_ACCESS,scalar,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=enum_match_then_validate | extractor=boolean_from_explicit_yes_no_or_required_phrase,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,structured,v2 rule: core fields are required for any SOW workstream (service domains/subdomains or core template sections).
Core_BillingIncrement,Core BillingIncrement,yaml_scope_field,job_context,J_CORE_COMMERCIALS,count_aggregate,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=count_parser | extractor=numeric_from_rate_card_or_pricing_table,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model,structured,v3 governance/pattern field (promoted from runtime augmentation into source YAML).
Core_ChangeOrderApprovalMode,Core ChangeOrderApprovalMode,yaml_scope_field,job_context,J_CORE_RISK_POLICY,categorical,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=enum_match_then_validate | extractor=change_order_mode_from_contract_clause,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model,structured,v3 governance/pattern field (promoted from runtime augmentation into source YAML).
Core_CustomerResponsibilities,Core CustomerResponsibilities,yaml_scope_field,job_context,J_CORE_RISK_POLICY,text_context,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=batched_section_fill | extractor=policy_from_customer_responsibilities_section,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Customer Experience Risk Model; Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,semi_structured_or_text,v2 rule: core fields are required for any SOW workstream (service domains/subdomains or core template sections).
Core_Dependencies,Core Dependencies,yaml_scope_field,job_context,J_CORE_RISK_POLICY,text_context,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=batched_section_fill | extractor=policy_from_dependencies_section,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,semi_structured_or_text,v2 rule: core fields are required for any SOW workstream (service domains/subdomains or core template sections).
Core_EscalationPath,Core EscalationPath,yaml_scope_field,job_context,J_CORE_CONTACTS,text_context,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=candidate_span_selection | extractor=policy_from_escalation_clause,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Duration Overrun Predictor; Escalation / Blocker Risk Model; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model,semi_structured_or_text,v3 governance/pattern field (promoted from runtime augmentation into source YAML).
Core_EscalationPrimaryContact,Core EscalationPrimaryContact,yaml_scope_field,job_context,J_CORE_CONTACTS,text_context,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=fact_first_then_validate | extractor=contact_name_from_email_signature_or_contacts_table,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Duration Overrun Predictor; Escalation / Blocker Risk Model; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model,semi_structured_or_text,v3 governance/pattern field (promoted from runtime augmentation into source YAML).
Core_NotToExceedAmount,Core NotToExceedAmount,yaml_scope_field,job_context,J_CORE_COMMERCIALS,scalar,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=currency_parser | extractor=currency_from_not_to_exceed_clause_or_fee_table,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,structured,v2 rule: core fields are required for any SOW workstream (service domains/subdomains or core template sections).
Core_OutOfScope,Core OutOfScope,yaml_scope_field,job_context,J_CORE_RISK_POLICY,text_context,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=batched_section_fill | extractor=policy_from_out_of_scope_section,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,semi_structured_or_text,v2 rule: core fields are required for any SOW workstream (service domains/subdomains or core template sections).
Core_PaymentTerms,Core PaymentTerms,yaml_scope_field,job_context,J_CORE_COMMERCIALS,text_context,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=candidate_span_selection | extractor=policy_from_payment_terms_clause,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,semi_structured_or_text,v2 rule: core fields are required for any SOW workstream (service domains/subdomains or core template sections).
Core_PrimaryCustomerContactEmail,Core PrimaryCustomerContactEmail,yaml_scope_field,job_context,J_CORE_CONTACTS,scalar,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=fact_first_then_validate | extractor=contact_email_from_email_headers_or_body,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Customer Experience Risk Model; Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,structured,v2 rule: core fields are required for any SOW workstream (service domains/subdomains or core template sections).
Core_ProviderPMName,Core ProviderPMName,yaml_scope_field,job_context,J_CORE_CONTACTS,text_context,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=fact_first_then_validate | extractor=provider_pm_name_from_signature_or_contact_block,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,semi_structured_or_text,v2 rule: core fields are required for any SOW workstream (service domains/subdomains or core template sections).
