metric_or_field_id,display_name,catalog_group,state_group,primary_embedding_target,recommended_raw_table,recommended_feature_table,recommended_serving_table,candidate_supervised_heads,model_component,mapped_models
Core_InvoicingCadence,Core InvoicingCadence,yaml_scope_field,job_context,J_CORE_COMMERCIALS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
Core_OnsiteEscortRequired,Core OnsiteEscortRequired,yaml_scope_field,job_context,J_CORE_SCHEDULE_ACCESS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Access Delay / Site Friction Model; Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
Core_POAmendmentSLA_Days,Core POAmendmentSLA Days,yaml_scope_field,job_context,J_CORE_COMMERCIALS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model
Core_PerSiteMinimumBillableHours,Core PerSiteMinimumBillableHours,yaml_scope_field,job_context,J_CORE_COMMERCIALS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Access Delay / Site Friction Model; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model
Core_PrimaryCustomerContactPhone,Core PrimaryCustomerContactPhone,yaml_scope_field,job_context,J_CORE_CONTACTS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Customer Experience Risk Model; Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
Core_ProjectEndDate,Core ProjectEndDate,yaml_scope_field,job_context,J_CORE_SCHEDULE_ACCESS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
Core_ProviderPMEmail,Core ProviderPMEmail,yaml_scope_field,job_context,J_CORE_CONTACTS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
Core_RunbookReference,Core RunbookReference,yaml_scope_field,job_context,J_CORE_RISK_POLICY,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model
Core_Stakeholders,Core Stakeholders,yaml_scope_field,job_context,J_CORE_CONTACTS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
Core_SubcontractorApprovalRequired,Core SubcontractorApprovalRequired,yaml_scope_field,job_context,J_CORE_RISK_POLICY,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model
WSSDistanceCovered,WSSDistanceCovered,yaml_scope_field,job_context,J_DOMAIN_WIRELESS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
WSSDistanceCoveredUnit,WSSDistanceCoveredUnit,yaml_scope_field,job_context,J_DOMAIN_WIRELESS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
ISOCurrencyCode,ISOCurrencyCode,yaml_scope_field,job_context,J_CORE_COMMERCIALS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
DataMigrationScope,DataMigrationScope,yaml_scope_field,job_context,J_DOMAIN_DATA_MIGRATION,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
CompetionofWorkPercentage,CompetionofWorkPercentage,yaml_scope_field,job_context,J_CORE_COMMERCIALS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
CompletionofWorkFee,CompletionofWorkFee,yaml_scope_field,job_context,J_CORE_COMMERCIALS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
DiscoveryMilestoneFee,DiscoveryMilestoneFee,yaml_scope_field,job_context,J_CORE_COMMERCIALS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
DiscoveryPercentage,DiscoveryPercentage,yaml_scope_field,job_context,J_CORE_COMMERCIALS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
EstimatedValue,EstimatedValue,yaml_scope_field,job_context,J_CORE_COMMERCIALS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
FiftyPercentCompletionMilestoneFee,FiftyPercentCompletionMilestoneFee,yaml_scope_field,job_context,J_CORE_COMMERCIALS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
FiftyPercentCompletionPercentage,FiftyPercentCompletionPercentage,yaml_scope_field,job_context,J_CORE_COMMERCIALS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
OneHundredPercentCompletionMilestoneFee,OneHundredPercentCompletionMilestoneFee,yaml_scope_field,job_context,J_CORE_COMMERCIALS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
OneHundredPercentCompletionPercentage,OneHundredPercentCompletionPercentage,yaml_scope_field,job_context,J_CORE_COMMERCIALS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
SeventyFivePercentCompletionMilestoneFee,SeventyFivePercentCompletionMilestoneFee,yaml_scope_field,job_context,J_CORE_COMMERCIALS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
SeventyFivePercentCompletionPercentage,SeventyFivePercentCompletionPercentage,yaml_scope_field,job_context,J_CORE_COMMERCIALS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
SignedSowMilestoneFee,SignedSowMilestoneFee,yaml_scope_field,job_context,J_CORE_COMMERCIALS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
SignedSowPercentage,SignedSowPercentage,yaml_scope_field,job_context,J_CORE_COMMERCIALS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
TwentyFivePercentCompletionMilestoneFee,TwentyFivePercentCompletionMilestoneFee,yaml_scope_field,job_context,J_CORE_COMMERCIALS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
TwentyFivePercentCompletionPercentage,TwentyFivePercentCompletionPercentage,yaml_scope_field,job_context,J_CORE_COMMERCIALS,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
